amenities,price,minimum_nights,vacation_type
"[""children\u2019s books and toys"", ""self check-in"", ""first aid kit"", ""long term stays allowed"", ""children\u2019s dinnerware"", ""elevator"", ""shampoo"", ""rice maker"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""high chair"", ""refrigerator"", ""toaster"", ""gas stove"", ""pack \u2019n play/travel crib"", ""dishes and silverware"", ""kitchen"", ""smart lock"", ""microwave"", ""window guards"", ""outlet covers"", ""iron"", ""crib"", ""shower gel"", ""free washer \u2013 in unit"", ""heating"", ""cooking basics"", ""coffee maker: nespresso"", ""hot water kettle"", ""hot water"", ""window ac unit"", ""single level home"", ""freezer"", ""essentials"", ""laundromat nearby"", ""hdtv with netflix"", ""sound system with bluetooth and aux"", ""portable fans"", ""wifi"", ""wine glasses"", ""cleaning products"", ""pets allowed"", ""private entrance"", ""ethernet connection"", ""hangers"", ""conditioner"", ""oven"", ""dining table"", ""drying rack for clothing"", ""extra pillows and blankets"", ""clothing storage: closet"", ""fire extinguisher""]","$1,300.00",30,short accomodation
"[""private entrance"", ""lock on bedroom door"", ""hot water"", ""long term stays allowed"", ""washer"", ""tv"", ""private living room"", ""kitchen"", ""air conditioning"", ""wifi""]",$220.00,28,short accomodation
"[""first aid kit"", ""long term stays allowed"", ""shampoo"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""coffee maker"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""shower gel"", ""dishwasher"", ""hot water"", ""single level home"", ""essentials"", ""washer"", ""air conditioning"", ""wifi"", ""tv with standard cable"", ""pets allowed"", ""private entrance"", ""hangers"", ""smoke alarm"", ""oven"", ""extra pillows and blankets"", ""baking sheet"", ""fire extinguisher"", ""stove""]","$1,814.00",1,short vacation
"[""indoor fireplace"", ""breakfast"", ""self check-in"", ""clothing storage"", ""carbon monoxide alarm"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""smart lock"", ""microwave"", ""iron"", ""shower gel"", ""hot water kettle"", ""hot water"", ""single level home"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""private entrance"", ""hangers"", ""conditioner"", ""smoke alarm"", ""dining table"", ""extra pillows and blankets"", ""fire extinguisher""]",$590.00,1,short vacation
"[""indoor fireplace"", ""breakfast"", ""self check-in"", ""clothing storage"", ""carbon monoxide alarm"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""private living room"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""smart lock"", ""microwave"", ""iron"", ""shower gel"", ""hot water kettle"", ""hot water"", ""single level home"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""private entrance"", ""hangers"", ""conditioner"", ""smoke alarm"", ""extra pillows and blankets"", ""fire extinguisher""]",$390.00,1,short vacation
"[""indoor fireplace"", ""breakfast"", ""self check-in"", ""first aid kit"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""private living room"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""smart lock"", ""microwave"", ""iron"", ""shower gel"", ""dishwasher"", ""hot water kettle"", ""hot water"", ""single level home"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""dedicated workspace"", ""wifi"", ""cleaning products"", ""private entrance"", ""hangers"", ""conditioner"", ""smoke alarm"", ""extra pillows and blankets"", ""clothing storage: closet"", ""fire extinguisher""]",$590.00,1,short vacation
"[""indoor fireplace"", ""breakfast"", ""self check-in"", ""first aid kit"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""smart lock"", ""microwave"", ""iron"", ""shower gel"", ""hot water kettle"", ""hot water"", ""single level home"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""wifi"", ""cleaning products"", ""private entrance"", ""hangers"", ""conditioner"", ""smoke alarm"", ""extra pillows and blankets"", ""clothing storage: closet"", ""fire extinguisher""]",$427.00,1,short vacation
"[""indoor fireplace"", ""breakfast"", ""self check-in"", ""clothing storage"", ""carbon monoxide alarm"", ""first aid kit"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""body soap"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""dryer"", ""smart lock"", ""microwave"", ""iron"", ""shower gel"", ""dishwasher"", ""hot water kettle"", ""hot water"", ""single level home"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""wifi"", ""city skyline view"", ""cleaning products"", ""private entrance"", ""hangers"", ""conditioner"", ""smoke alarm"", ""dining table"", ""extra pillows and blankets"", ""fire extinguisher""]",$430.00,1,short vacation
"[""mini fridge"", ""hot water"", ""room-darkening shades"", ""hangers"", ""free dryer \u2013 in building"", ""security cameras on property"", ""smoke alarm"", ""fire extinguisher"", ""lock on bedroom door"", ""long term stays allowed"", ""tv"", ""extra pillows and blankets"", ""clothing storage: closet"", ""hair dryer"", ""air conditioning"", ""dedicated workspace"", ""free washer \u2013 in building"", ""iron"", ""bed linens"", ""wifi""]",$255.00,30,short accomodation
"[""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""lock on bedroom door"", ""host greets you"", ""window guards"", ""shower gel"", ""paid parking off premises"", ""single level home"", ""security cameras on property"", ""essentials"", ""tv"", ""air conditioning"", ""wifi"", ""private entrance"", ""hangers"", ""smoke alarm"", ""fire extinguisher""]",$350.00,30,short accomodation
"[""breakfast"", ""first aid kit"", ""carbon monoxide alarm"", ""long term stays allowed"", ""shampoo"", ""hair dryer"", ""gym"", ""free parking on premises"", ""private living room"", ""lock on bedroom door"", ""dryer"", ""kitchen"", ""iron"", ""smoking allowed"", ""heating"", ""essentials"", ""washer"", ""tv"", ""pool"", ""air conditioning"", ""hot tub"", ""wifi"", ""pets allowed"", ""private entrance"", ""hangers"", ""smoke alarm"", ""fire extinguisher""]",$140.00,30,short accomodation
"[""kitchen"", ""hot water"", ""lock on bedroom door"", ""hangers"", ""wifi"", ""long term stays allowed"", ""essentials"", ""washer"", ""shampoo"", ""tv"", ""hair dryer"", ""air conditioning"", ""iron"", ""heating""]",$250.00,6,short vacation
"[""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""lock on bedroom door"", ""host greets you"", ""window guards"", ""shower gel"", ""paid parking off premises"", ""single level home"", ""security cameras on property"", ""essentials"", ""tv"", ""air conditioning"", ""wifi"", ""private entrance"", ""hangers"", ""smoke alarm"", ""fire extinguisher""]",$350.00,30,short accomodation
"[""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""room-darkening shades"", ""bed linens"", ""lock on bedroom door"", ""host greets you"", ""window guards"", ""shower gel"", ""paid parking off premises"", ""single level home"", ""security cameras on property"", ""essentials"", ""tv"", ""air conditioning"", ""wifi"", ""private entrance"", ""hangers"", ""smoke alarm"", ""fire extinguisher""]",$350.00,30,short accomodation
"[""private entrance"", ""hot water"", ""fire extinguisher"", ""hangers"", ""smoke alarm"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""elevator"", ""tv"", ""dishes and silverware"", ""hair dryer"", ""air conditioning"", ""wifi"", ""heating""]","$10,000.00",3,short vacation
"[""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""gym"", ""room-darkening shades"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""kitchen"", ""microwave"", ""window guards"", ""smoking allowed"", ""cooking basics"", ""shower gel"", ""electric stove"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""wifi"", ""private entrance"", ""hangers""]",$780.00,1,short vacation
"[""refrigerator"", ""fire extinguisher"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""coffee maker"", ""elevator"", ""tv"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""microwave"", ""wifi""]",$524.00,3,short vacation
"[""refrigerator"", ""fire extinguisher"", ""smoke alarm"", ""long term stays allowed"", ""essentials"", ""coffee maker"", ""elevator"", ""tv"", ""shampoo"", ""hair dryer"", ""air conditioning"", ""microwave"", ""wifi""]",$582.00,3,short vacation
"[""private entrance"", ""hot water"", ""fire extinguisher"", ""hangers"", ""self check-in"", ""smoke alarm"", ""first aid kit"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""smart lock"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""wifi""]",$558.00,30,short accomodation
"[""private entrance"", ""hot water"", ""fire extinguisher"", ""hangers"", ""self check-in"", ""smoke alarm"", ""first aid kit"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""smart lock"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""wifi""]",$620.00,30,short accomodation
"[""private entrance"", ""hot water"", ""fire extinguisher"", ""hangers"", ""self check-in"", ""smoke alarm"", ""first aid kit"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""smart lock"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""wifi""]",$726.00,30,short accomodation
"[""private entrance"", ""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""smoke alarm"", ""first aid kit"", ""carbon monoxide alarm"", ""essentials"", ""long term stays allowed"", ""self check-in"", ""smart lock"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""wifi""]",$744.00,30,short accomodation
"[""indoor fireplace"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""gym"", ""free parking on premises"", ""private living room"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""pack \u2019n play/travel crib"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""host greets you"", ""microwave"", ""iron"", ""smoking allowed"", ""crib"", ""shower gel"", ""cooking basics"", ""hot water"", ""essentials"", ""washer"", ""air conditioning"", ""wifi"", ""tv with standard cable"", ""private entrance"", ""hangers"", ""smoke alarm"", ""oven"", ""extra pillows and blankets"", ""fire extinguisher""]","$1,300.00",28,short accomodation
"[""indoor fireplace"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""gym"", ""free parking on premises"", ""private living room"", ""bed linens"", ""refrigerator"", ""lock on bedroom door"", ""pack \u2019n play/travel crib"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""host greets you"", ""microwave"", ""iron"", ""smoking allowed"", ""crib"", ""shower gel"", ""cooking basics"", ""hot water"", ""essentials"", ""washer"", ""air conditioning"", ""wifi"", ""tv with standard cable"", ""private entrance"", ""hangers"", ""smoke alarm"", ""oven"", ""extra pillows and blankets"", ""fire extinguisher""]","$2,250.00",28,short accomodation
"[""hot water"", ""lock on bedroom door"", ""smoke alarm"", ""long term stays allowed"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""wifi""]",$141.00,8,long vacation
"[""kitchen"", ""hot water"", ""wifi"", ""hangers"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""hair dryer"", ""air conditioning"", ""iron"", ""heating""]",$393.00,28,short accomodation
"[""kitchen"", ""refrigerator"", ""hot water"", ""wifi"", ""hangers"", ""private entrance"", ""smoke alarm"", ""oven"", ""stove"", ""essentials"", ""long term stays allowed"", ""dishes and silverware"", ""extra pillows and blankets"", ""fire extinguisher"", ""air conditioning"", ""microwave"", ""iron"", ""bed linens"", ""cooking basics"", ""tv with standard cable""]",$670.00,28,short accomodation
"[""kitchen"", ""private entrance"", ""hot water"", ""wifi"", ""hangers"", ""long term stays allowed"", ""essentials"", ""elevator"", ""washer"", ""shampoo"", ""tv"", ""hair dryer"", ""air conditioning"", ""iron"", ""heating""]","$1,788.00",30,short accomodation
"[""hot water kettle"", ""refrigerator"", ""hot water"", ""ethernet connection"", ""hangers"", ""fire extinguisher"", ""smoke alarm"", ""wifi"", ""private entrance"", ""essentials"", ""long term stays allowed"", ""shampoo"", ""tv"", ""luggage dropoff allowed"", ""hair dryer"", ""air conditioning"", ""room-darkening shades"", ""iron"", ""bed linens"", ""shower gel""]",$343.00,28,short accomodation
"[""lock on bedroom door"", ""smoke alarm"", ""long term stays allowed"", ""tv"", ""fire extinguisher"", ""air conditioning"", ""wifi""]",$700.00,1,short vacation
"[""kitchen"", ""refrigerator"", ""hot water"", ""wifi"", ""hangers"", ""private entrance"", ""smoke alarm"", ""oven"", ""long term stays allowed"", ""elevator"", ""washer"", ""dishes and silverware"", ""extra pillows and blankets"", ""fire extinguisher"", ""air conditioning"", ""microwave"", ""iron"", ""bed linens"", ""cooking basics"", ""tv with standard cable""]",$450.00,28,short accomodation
"[""kitchen"", ""hot water"", ""fire extinguisher"", ""hangers"", ""lock on bedroom door"", ""wifi"", ""first aid kit"", ""long term stays allowed"", ""essentials"", ""washer"", ""shampoo"", ""tv"", ""hair dryer"", ""air conditioning"", ""iron"", ""city skyline view"", ""heating""]","$5,000.00",30,short accomodation
"[""first aid kit"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""dryer"", ""kitchen"", ""microwave"", ""iron"", ""cooking basics"", ""heating"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""wifi"", ""hangers"", ""extra pillows and blankets"", ""stove""]","$1,130.00",21,short accomodation
"[""air conditioning"", ""tv"", ""wifi"", ""long term stays allowed""]",$330.00,182,long rentals
"[""air conditioning"", ""tv"", ""wifi"", ""long term stays allowed""]",$330.00,182,long rentals
"[""self check-in"", ""carbon monoxide alarm"", ""long term stays allowed"", ""elevator"", ""shampoo"", ""luggage dropoff allowed"", ""hair dryer"", ""bed linens"", ""refrigerator"", ""dishes and silverware"", ""kitchen"", ""cooking basics"", ""hot water"", ""essentials"", ""washer"", ""tv"", ""air conditioning"", ""wifi"", ""ethernet connection"", ""hangers"", ""smoke alarm"", ""keypad"", ""fire extinguisher""]",$237.00,7,short vacation
"[""kitchen"", ""refrigerator"", ""hot water"", ""private entrance"", ""hangers"", ""smoke alarm"", ""stove"", ""essentials"", ""long term stays allowed"", ""dishes and silverware"", ""fire extinguisher"", ""air conditioning"", ""wifi"", ""bed linens"", ""cooking basics"", ""tv with standard cable""]","$1,500.00",15,long vacation
