,Rt,Bt,bedrooms,price
2715,Shared room,1,1,240.0
2716,Entire home/apt,1,2,814.0
2717,Private room,1,1,529.0
2718,Entire home/apt,3,4,720.0
2719,Entire home/apt,15,2,980.0
2720,Private room,1,1,410.0
2721,Entire home/apt,1,2,600.0
2722,Entire home/apt,15,1,779.0
2723,Entire home/apt,1,2,550.0
2724,Private room,1,1,220.0
2725,Entire home/apt,1,1,700.0
2726,Entire home/apt,1,2,740.0
2727,Entire home/apt,1,1,850.0
2728,Shared room,2,1,224.0
2729,Private room,1,1,507.0
2730,Private room,1,1,429.0
2731,Private room,1,1,300.0
2732,Entire home/apt,15,1,850.0
2733,Entire home/apt,1,1,295.0
2734,Entire home/apt,1,1,700.0
2735,Entire home/apt,1,1,380.0
2736,Private room,1,1,269.0
2737,Entire home/apt,1,1,390.0
2738,Private room,15,1,320.0
2739,Entire home/apt,1,1,400.0
2740,Private room,1,1,507.0
2741,Entire home/apt,1,1,267.0
2742,Entire home/apt,15,1,994.0
2743,Entire home/apt,1,2,480.0
2744,Private room,15,1,980.0
2745,Private room,15,1,980.0
2746,Entire home/apt,2,2,900.0
2747,Private room,1,1,980.0
2748,Entire home/apt,1,2,787.0
2749,Entire home/apt,1,2,900.0
2750,Private room,1,1,380.0
2751,Entire home/apt,1,1,836.0
2752,Private room,1,1,342.0
2753,Entire home/apt,1,2,599.0
2754,Entire home/apt,2,2,850.0
2755,Private room,55,5,624.0
2756,Entire home/apt,1,1,485.0
2757,Entire home/apt,2,1,821.0
2758,Entire home/apt,1,1,550.0
2759,Entire home/apt,1,1,650.0
2760,Private room,1,1,250.0
2761,Entire home/apt,1,1,350.0
2762,Private room,15,1,220.0
2763,Private room,1,1,293.0
2764,Entire home/apt,1,3,580.0
2765,Private room,1,1,280.0
2766,Private room,1,1,343.0
2767,Entire home/apt,1,2,800.0
2768,Entire home/apt,1,2,936.0
2769,Entire home/apt,1,1,580.0
2770,Private room,1,1,533.0
2771,Entire home/apt,1,3,741.0
2772,Entire home/apt,1,1,600.0
2773,Private room,15,1,407.0
2774,Entire home/apt,1,1,850.0
2775,Private room,1,1,275.0
2776,Private room,1,1,238.0
2777,Entire home/apt,1,1,954.0
2778,Entire home/apt,1,2,649.0
2779,Private room,1,1,300.0
2780,Entire home/apt,1,1,489.0
2781,Entire home/apt,1,3,988.0
2782,Entire home/apt,1,1,500.0
2783,Entire home/apt,1,1,977.0
2784,Entire home/apt,1,2,700.0
2785,Private room,1,1,368.0
2786,Entire home/apt,1,2,600.0
2787,Entire home/apt,2,2,688.0
2788,Entire home/apt,1,1,980.0
2789,Entire home/apt,1,1,470.0
2790,Entire home/apt,1,1,543.0
2791,Private room,2,2,423.0
2792,Entire home/apt,1,3,835.0
2793,Entire home/apt,1,1,475.0
2794,Shared room,1,1,300.0
2795,Entire home/apt,1,1,630.0
2796,Entire home/apt,1,1,620.0
2797,Private room,2,1,160.0
2798,Entire home/apt,1,1,550.0
2799,Private room,1,1,500.0
2800,Private room,2,1,198.0
2801,Private room,15,2,500.0
2802,Entire home/apt,2,3,900.0
2803,Entire home/apt,2,3,800.0
2804,Entire home/apt,1,1,900.0
2805,Entire home/apt,2,3,900.0
2806,Entire home/apt,2,3,900.0
2807,Shared room,2,1,186.0
2808,Private room,15,1,350.0
2809,Entire home/apt,1,2,800.0
2810,Entire home/apt,1,3,750.0
2811,Private room,1,1,150.0
2812,Private room,1,1,150.0
2813,Private room,1,1,250.0
2814,Entire home/apt,1,1,500.0
2815,Private room,1,1,210.0
2816,Private room,1,1,295.0
2817,Entire home/apt,1,1,320.0
2818,Entire home/apt,1,1,700.0
2819,Entire home/apt,1,1,280.0
2820,Entire home/apt,1,1,619.0
2821,Private room,1,1,330.0
2822,Entire home/apt,1,2,750.0
2823,Entire home/apt,2,3,900.0
2824,Entire home/apt,1,3,700.0
2825,Private room,1,1,750.0
2826,Entire home/apt,1,1,786.0
2827,Entire home/apt,1,2,880.0
2828,Entire home/apt,1,1,790.0
2829,Shared room,15,1,230.0
2830,Private room,1,1,756.0
2831,Private room,1,1,677.0
2832,Private room,1,1,469.0
2833,Private room,1,1,238.0
2834,Entire home/apt,1,1,483.0
2835,Private room,1,1,537.0
2836,Entire home/apt,15,1,950.0
2837,Entire home/apt,1,2,507.0
2838,Shared room,1,1,220.0
2839,Private room,1,1,300.0
2840,Shared room,1,1,500.0
2841,Private room,1,1,350.0
2842,Entire home/apt,1,1,459.0
2843,Private room,1,2,546.0
2844,Entire home/apt,1,1,268.0
2845,Private room,1,1,230.0
2846,Entire home/apt,1,2,800.0
2847,Entire home/apt,15,1,924.0
2848,Private room,1,1,250.0
2849,Private room,1,1,423.0
2850,Private room,1,1,350.0
2851,Private room,1,1,423.0
2852,Private room,1,1,177.0
2853,Entire home/apt,1,1,591.0
2854,Entire home/apt,1,1,679.0
2855,Private room,1,1,463.0
2856,Entire home/apt,1,1,698.0
2857,Private room,1,1,423.0
2858,Private room,1,1,506.0
2859,Private room,1,1,423.0
2860,Private room,1,1,321.0
2861,Private room,2,4,320.0
2862,Entire home/apt,1,1,799.0
2863,Entire home/apt,1,1,500.0
2864,Entire home/apt,1,1,187.0
2865,Entire home/apt,1,1,580.0
2866,Entire home/apt,1,1,825.0
2867,Private room,1,1,370.0
2868,Private room,2,1,300.0
2869,Private room,1,1,320.0
2870,Private room,1,1,346.0
2871,Private room,1,1,329.0
2872,Entire home/apt,15,1,428.0
2873,Entire home/apt,15,2,764.0
2874,Private room,1,1,800.0
2875,Private room,1,1,500.0
2876,Private room,1,1,450.0
2877,Entire home/apt,1,1,880.0
2878,Entire home/apt,1,1,780.0
2879,Private room,1,1,500.0
2880,Private room,15,1,320.0
2881,Private room,1,1,250.0
2882,Private room,1,1,311.0
2883,Entire home/apt,2,1,450.0
2884,Entire home/apt,1,3,650.0
2885,Private room,1,1,500.0
2886,Entire home/apt,1,1,492.0
2887,Entire home/apt,1,2,700.0
2888,Private room,1,1,236.0
2889,Private room,1,1,493.0
2890,Private room,1,1,950.0
2891,Private room,1,1,950.0
2892,Private room,1,1,423.0
2893,Private room,1,1,529.0
2894,Entire home/apt,1,2,560.0
2895,Private room,15,3,230.0
2896,Private room,1,1,400.0
2897,Private room,1,1,357.0
2898,Private room,1,1,493.0
2899,Shared room,3,1,300.0
2900,Private room,1,1,393.0
2901,Private room,1,1,423.0
2902,Private room,165,11,400.0
2903,Private room,1,1,517.0
2904,Private room,1,1,700.0
2905,Private room,15,1,609.0
2906,Private room,1,1,629.0
2907,Private room,1,1,381.0
2908,Private room,,1,370.0
2909,Private room,1,1,368.0
2910,Private room,1,1,593.0
2911,Private room,1,1,700.0
2912,Private room,1,1,408.0
2913,Private room,1,1,419.0
2914,Private room,1,1,463.0
2915,Entire home/apt,1,1,988.0
2916,Private room,1,1,500.0
2917,Entire home/apt,1,1,243.0
2918,Entire home/apt,1,2,690.0
2919,Shared room,2,1,293.0
2920,Private room,1,1,400.0
2921,Entire home/apt,1,1,250.0
2922,Private room,1,1,400.0
2923,Shared room,2,1,120.0
2924,Private room,1,1,320.0
2925,Private room,1,1,401.0
2926,Entire home/apt,1,1,885.0
2927,Private room,1,1,388.0
2928,Private room,1,1,312.0
2929,Private room,1,1,549.0
2930,Private room,4,4,800.0
2931,Private room,1,1,329.0
2932,Private room,1,1,605.0
2933,Private room,1,1,393.0
2934,Private room,1,1,462.0
2935,Private room,15,1,986.0
2936,Private room,1,1,500.0
2937,Entire home/apt,15,1,728.0
2938,Private room,1,1,480.0
2939,Private room,1,1,264.0
2940,Private room,1,1,230.0
2941,Private room,1,1,400.0
2942,Private room,1,1,379.0
2943,Private room,1,1,300.0
2944,Entire home/apt,1,1,842.0
2945,Entire home/apt,1,1,600.0
2946,Private room,1,1,829.0
2947,Private room,1,1,328.0
2948,Private room,1,1,400.0
2949,Entire home/apt,2,2,850.0
2950,Private room,15,1,365.0
2951,Private room,25,1,450.0
2952,Private room,15,1,335.0
2953,Private room,1,1,700.0
2954,Private room,1,1,350.0
2955,Private room,1,1,329.0
2956,Private room,1,1,687.0
2957,Private room,1,1,749.0
2958,Shared room,1,1,226.0
2959,Private room,1,1,585.0
2960,Private room,1,1,329.0
2961,Entire home/apt,1,1,780.0
2962,Entire home/apt,1,2,677.0
2963,Private room,1,1,749.0
2964,Entire home/apt,15,2,600.0
2965,Shared room,4,1,211.0
2966,Private room,15,1,658.0
2967,Private room,1,1,507.0
2968,Private room,1,1,370.0
2969,Private room,1,1,280.0
2970,Private room,15,1,664.0
2971,Private room,6,6,898.0
2972,Private room,1,1,539.0
2973,Private room,1,1,350.0
2974,Entire home/apt,1,2,750.0
2975,Private room,1,2,389.0
2976,Entire home/apt,1,1,990.0
2977,Private room,1,1,794.0
2978,Private room,1,1,597.0
2979,Private room,1,1,300.0
2980,Entire home/apt,1,1,480.0
2981,Entire home/apt,1,1,740.0
2982,Private room,1,1,756.0
2983,Entire home/apt,1,1,800.0
2984,Private room,1,1,756.0
2985,Private room,1,1,677.0
2986,Entire home/apt,2,3,821.0
2987,Private room,1,1,250.0
2988,Private room,1,1,756.0
2989,Private room,1,1,756.0
2990,Private room,1,1,677.0
2991,Private room,1,1,677.0
2992,Shared room,1,1,900.0
2993,Private room,1,1,497.0
2994,Entire home/apt,1,2,765.0
2995,Private room,1,1,400.0
2996,Private room,1,1,547.0
2997,Private room,1,1,994.0
2998,Entire home/apt,1,1,479.0
2999,Private room,1,1,766.0
3000,Entire home/apt,1,1,971.0
3001,Private room,1,1,314.0
3002,Private room,1,1,280.0
3003,Private room,1,1,250.0
3004,Entire home/apt,1,1,500.0
3005,Private room,1,1,756.0
3006,Private room,1,1,290.0
3007,Private room,1,1,756.0
3008,Private room,1,1,677.0
3009,Private room,1,1,677.0
3010,Private room,1,1,677.0
3011,Private room,,1,809.0
3012,Private room,1,1,250.0
3013,Entire home/apt,1,2,671.0
3014,Private room,15,1,330.0
3015,Entire home/apt,1,1,486.0
3016,Private room,4,10,250.0
3017,Private room,1,2,520.0
3018,Private room,1,1,300.0
3019,Entire home/apt,1,1,995.0
3020,Private room,1,1,140.0
3021,Private room,1,1,450.0
3022,Shared room,2,1,498.0
3023,Entire home/apt,1,3,850.0
3024,Private room,1,1,342.0
3025,Entire home/apt,1,3,590.0
3026,Entire home/apt,1,1,671.0
3027,Private room,1,1,524.0
3028,Entire home/apt,1,1,479.0
3029,Entire home/apt,15,2,700.0
3030,Entire home/apt,1,2,649.0
3031,Entire home/apt,1,1,447.0
3032,Entire home/apt,1,1,900.0
3033,Private room,1,1,500.0
3034,Private room,1,1,388.0
3035,Entire home/apt,2,2,600.0
3036,Private room,1,1,450.0
3037,Private room,1,1,500.0
3038,Private room,1,1,386.0
3039,Private room,15,1,400.0
3040,Entire home/apt,1,2,795.0
3041,Entire home/apt,1,1,988.0
3042,Entire home/apt,2,3,890.0
3043,Entire home/apt,1,1,629.0
3044,Entire home/apt,1,1,900.0
3045,Entire home/apt,1,2,400.0
3046,Private room,1,1,414.0
3047,Private room,1,1,299.0
3048,Entire home/apt,1,2,560.0
3049,Shared room,2,1,498.0
3050,Entire home/apt,1,2,869.0
3051,Entire home/apt,3,4,580.0
3052,Entire home/apt,1,1,650.0
3053,Private room,1,1,450.0
3054,Private room,1,2,320.0
3055,Entire home/apt,1,1,950.0
3056,Entire home/apt,1,1,700.0
3057,Entire home/apt,1,1,297.0
3058,Private room,1,1,500.0
3059,Shared room,1,1,279.0
3060,Entire home/apt,1,2,700.0
3061,Private room,1,2,216.0
3062,Entire home/apt,1,1,730.0
3063,Entire home/apt,1,1,916.0
3064,Private room,1,1,245.0
3065,Private room,1,1,677.0
3066,Private room,1,1,677.0
3067,Private room,1,1,672.0
3068,Private room,1,1,672.0
3069,Private room,1,1,672.0
3070,Private room,1,1,579.0
3071,Entire home/apt,1,1,880.0
3072,Private room,1,1,611.0
3073,Entire home/apt,1,1,400.0
3074,Private room,1,1,400.0
3075,Entire home/apt,1,2,814.0
3076,Entire home/apt,1,1,740.0
3077,Private room,1,1,429.0
3078,Shared room,3,1,352.0
3079,Entire home/apt,1,3,664.0
3080,Entire home/apt,1,1,800.0
3081,Private room,2,1,430.0
3082,Private room,2,1,378.0
3083,Private room,1,1,350.0
3084,Private room,15,1,400.0
3085,Private room,15,1,517.0
3086,Entire home/apt,1,2,666.0
3087,Private room,1,1,380.0
3088,Private room,1,1,374.0
3089,Entire home/apt,1,1,504.0
3090,Entire home/apt,1,1,782.0
3091,Shared room,1,1,319.0
3092,Private room,1,1,406.0
3093,Private room,1,1,378.0
3094,Private room,1,1,447.0
3095,Entire home/apt,1,1,729.0
3096,Shared room,1,1,268.0
3097,Private room,1,1,395.0
3098,Private room,1,1,395.0
3099,Private room,1,1,378.0
3100,Entire home/apt,1,1,348.0
3101,Private room,1,1,460.0
3102,Entire home/apt,1,1,827.0
3103,Entire home/apt,1,2,998.0
3104,Entire home/apt,1,1,220.0
3105,Private room,1,1,547.0
3106,Shared room,1,1,150.0
3107,Entire home/apt,1,1,591.0
3108,Private room,1,1,672.0
3109,Private room,1,1,672.0
3110,Private room,1,1,677.0
3111,Private room,1,1,756.0
3112,Entire home/apt,1,1,650.0
3113,Entire home/apt,1,1,700.0
3114,Entire home/apt,1,1,680.0
3115,Entire home/apt,1,1,783.0
3116,Entire home/apt,1,1,600.0
3117,Entire home/apt,1,1,327.0
3118,Entire home/apt,1,2,974.0
3119,Entire home/apt,1,2,521.0
3120,Entire home/apt,1,1,347.0
3121,Entire home/apt,1,1,583.0
3122,Entire home/apt,1,1,975.0
3123,Private room,15,1,327.0
3124,Entire home/apt,1,1,304.0
3125,Private room,1,1,205.0
3126,Shared room,1,1,150.0
3127,Private room,1,1,199.0
3128,Private room,1,1,390.0
3129,Private room,1,1,280.0
3130,Entire home/apt,1,1,250.0
3131,Entire home/apt,1,1,350.0
3132,Entire home/apt,1,1,300.0
3133,Private room,1,1,137.0
3134,Entire home/apt,1,1,664.0
3135,Shared room,1,1,226.0
3136,Entire home/apt,1,1,250.0
3137,Private room,1,1,643.0
3138,Private room,1,1,643.0
3139,Private room,1,1,643.0
3140,Private room,1,1,643.0
3141,Private room,1,1,643.0
3142,Private room,1,1,671.0
3143,Private room,1,1,180.0
3144,Private room,1,1,180.0
3145,Private room,1,1,180.0
3146,Private room,1,1,174.0
3147,Private room,1,1,180.0
3148,Entire home/apt,1,1,855.0
3149,Private room,1,1,180.0
3150,Private room,1,1,444.0
3151,Private room,1,1,538.0
3152,Private room,1,1,538.0
3153,Private room,1,1,538.0
3154,Private room,1,1,180.0
3155,Private room,1,1,600.0
3156,Entire home/apt,1,1,400.0
3157,Private room,1,1,500.0
3158,Private room,1,1,550.0
3159,Private room,1,1,450.0
3160,Private room,1,1,217.0
3161,Private room,1,1,568.0
3162,Entire home/apt,1,1,850.0
3163,Private room,1,1,217.0
3164,Entire home/apt,1,1,903.0
3165,Entire home/apt,1,1,929.0
3166,Private room,1,1,599.0
3167,Private room,1,2,419.0
3168,Shared room,1,1,300.0
3169,Private room,1,1,180.0
3170,Private room,1,1,180.0
3171,Private room,1,1,180.0
3172,Private room,1,1,180.0
3173,Private room,1,1,180.0
3174,Private room,1,1,180.0
3175,Private room,1,1,180.0
3176,Private room,1,1,180.0
3177,Private room,1,1,180.0
3178,Private room,1,1,180.0
3179,Entire home/apt,1,1,217.0
3180,Private room,1,1,180.0
3181,Private room,1,1,500.0
3182,Private room,1,1,500.0
3183,Private room,1,1,400.0
3184,Private room,1,1,180.0
3185,Private room,1,1,180.0
3186,Private room,1,1,217.0
3187,Private room,1,1,180.0
3188,Private room,1,1,217.0
3189,Private room,1,1,180.0
3190,Private room,1,1,180.0
3191,Private room,1,1,180.0
3192,Private room,1,1,180.0
3193,Private room,1,1,180.0
3194,Private room,1,1,600.0
3195,Private room,1,1,850.0
3196,Entire home/apt,1,1,380.0
3197,Hotel room,3,1,224.0
3198,Private room,1,1,180.0
3199,Shared room,35,1,250.0
3200,Private room,1,1,350.0
3201,Entire home/apt,1,2,616.0
3202,Entire home/apt,1,2,799.0
3203,Entire home/apt,1,1,750.0
3204,Entire home/apt,2,3,958.0
3206,Entire home/apt,1,1,950.0
3207,Entire home/apt,1,1,880.0
3208,Entire home/apt,1,1,724.0
3209,Entire home/apt,1,1,885.0
3210,Entire home/apt,1,1,880.0
3211,Shared room,3,1,185.0
3212,Shared room,2,1,185.0
3213,Shared room,3,1,185.0
3214,Shared room,3,1,185.0
3215,Hotel room,25,1,263.0
3216,Private room,3,1,280.0
3217,Private room,1,1,337.0
3218,Private room,15,1,420.0
3219,Entire home/apt,1,2,741.0
3220,Private room,1,1,396.0
3221,Private room,1,1,291.0
3222,Entire home/apt,1,1,380.0
3223,Private room,1,1,304.0
3224,Entire home/apt,1,1,487.0
3225,Private room,1,1,217.0
3229,Private room,1,1,180.0
